"application_id","applicant_name","national_id","email","income","amount","decision"
"APP-0000078","Test User 78","SYN-000000078","user78@example.test",100536.33,86282.01,"approved"
"APP-0000079","Test User 79","SYN-000000079","user79@example.test",58062.7,33430.62,"approved"
"APP-0000080","Test User 80","SYN-000000080","user80@example.test",33309.25,28013.72,"approved"
"APP-0000081","Test User 81","SYN-000000081","user81@example.test",48462.38,33528.93,"approved"
"APP-0000082","Test User 82","SYN-000000082","user82@example.test",43276.15,36337.43,"review"
"APP-0000083","Test User 83","SYN-000000083","user83@example.test",11446.31,9187.87,"approved"
"APP-0000084","Test User 84","SYN-000000084","user84@example.test",56051.82,31796.88,"approved"
"APP-0000085","Test User 85","SYN-000000085","user85@example.test",18821.68,5796.03,"declined"
"APP-0000086","Test User 86","SYN-000000086","user86@example.test",39781.34,26652.36,"declined"
"APP-0000087","Test User 87","SYN-000000087","user87@example.test",45947.43,31079.55,"declined"
"APP-0000088","Test User 88","SYN-000000088","user88@example.test",29600.54,12613.17,"declined"
"APP-0000089","Test User 89","SYN-000000089","user89@example.test",50034.64,41913.94,"declined"
"APP-0000090","Test User 90","SYN-000000090","user90@example.test",38607.37,10990.71,"approved"
"APP-0000091","Test User 91","SYN-000000091","user91@example.test",62259.6,18021.01,"approved"
"APP-0000092","Test User 92","SYN-000000092","user92@example.test",19984.75,10860,"approved"
"APP-0000093","Test User 93","SYN-000000093","user93@example.test",23249.25,11964.54,"review"
"APP-0000094","Test User 94","SYN-000000094","user94@example.test",63045.51,16348.37,"approved"
"APP-0000095","Test User 95","SYN-000000095","user95@example.test",59752.07,30052.02,"approved"
"APP-0000096","Test User 96","SYN-000000096","user96@example.test",82029.34,66269.81,"approved"
"APP-0000097","Test User 97","SYN-000000097","user97@example.test",31214.98,6043.55,"declined"
"APP-0000098","Test User 98","SYN-000000098","user98@example.test",27621.91,21425.57,"review"
"APP-0000099","Test User 99","SYN-000000099","user99@example.test",107497.49,65349.3,"review"
"APP-0000100","Test User 100","SYN-000000100","user100@example.test",51515.09,25074.39,"approved"
"APP-0000101","Test User 101","SYN-000000101","user101@example.test",26291.33,5197.28,"review"
"APP-0000102","Test User 102","SYN-000000102","user102@example.test",27999.33,9809.43,"approved"
"APP-0000103","Test User 103","SYN-000000103","user103@example.test",24123.89,15883.75,"approved"
"APP-0000104","Test User 104","SYN-000000104","user104@example.test",30086.57,11767.2,"approved"
"APP-0000105","Test User 105","SYN-000000105","user105@example.test",35601.17,27437.59,"approved"
"APP-0000106","Test User 106","SYN-000000106","user106@example.test",48194.72,20461.09,"approved"
"APP-0000107","Test User 107","SYN-000000107","user107@example.test",20245.69,14841.39,"approved"
"APP-0000108","Test User 108","SYN-000000108","user108@example.test",40600,12182.19,"declined"
"APP-0000109","Test User 109","SYN-000000109","user109@example.test",25014.45,10915.41,"declined"
"APP-0000110","Test User 110","SYN-000000110","user110@example.test",61166.16,51439,"approved"
"APP-0000111","Test User 111","SYN-000000111","user111@example.test",30563.25,26419.3,"declined"
"APP-0000112","Test User 112","SYN-000000112","user112@example.test",69814.75,43401.54,"review"
"APP-0000113","Test User 113","SYN-000000113","user113@example.test",35263.39,22482.8,"declined"
"APP-0000114","Test User 114","SYN-000000114","user114@example.test",67775.64,41733.75,"declined"
"APP-0000115","Test User 115","SYN-000000115","user115@example.test",21289.17,6595.64,"declined"
"APP-0000116","Test User 116","SYN-000000116","user116@example.test",33345.48,16442.02,"approved"
"APP-0000117","Test User 117","SYN-000000117","user117@example.test",22248.57,12427.64,"declined"
"APP-0000118","Test User 118","SYN-000000118","user118@example.test",33846.1,14248.01,"approved"
"APP-0000119","Test User 119","SYN-000000119","user119@example.test",49730.84,30223.01,"approved"
"APP-0000120","Test User 120","SYN-000000120","user120@example.test",65252.09,28728.44,"approved"
"APP-0000121","Test User 121","SYN-000000121","user121@example.test",18164.53,5832.75,"review"
"APP-0000122","Test User 122","SYN-000000122","user122@example.test",24015.95,10946.71,"declined"
"APP-0000123","Test User 123","SYN-000000123","user123@example.test",34803.12,20099.4,"approved"
"APP-0000124","Test User 124","SYN-000000124","user124@example.test",41832.4,35201.82,"approved"
"APP-0000125","Test User 125","SYN-000000125","user125@example.test",52499.82,43840.53,"review"
"APP-0000126","Test User 126","SYN-000000126","user126@example.test",45935.12,5719.91,"review"
"APP-0000127","Test User 127","SYN-000000127","user127@example.test",63838.76,6939.17,"declined"
"APP-0000128","Test User 128","SYN-000000128","user128@example.test",97134.4,69240.62,"approved"
"APP-0000129","Test User 129","SYN-000000129","user129@example.test",20878.74,14845.15,"approved"
"APP-0000130","Test User 130","SYN-000000130","user130@example.test",35721.81,5248.08,"approved"
"APP-0000131","Test User 131","SYN-000000131","user131@example.test",30078.54,6467.94,"approved"
"APP-0000132","Test User 132","SYN-000000132","user132@example.test",27205.65,19916.7,"approved"
"APP-0000133","Test User 133","SYN-000000133","user133@example.test",51640.81,9538.28,"declined"
"APP-0000134","Test User 134","SYN-000000134","user134@example.test",24728.58,4198.54,"declined"
"APP-0000135","Test User 135","SYN-000000135","user135@example.test",51943.28,13702.65,"approved"
"APP-0000136","Test User 136","SYN-000000136","user136@example.test",53187.22,31302.45,"declined"
"APP-0000137","Test User 137","SYN-000000137","user137@example.test",33896.69,28267.77,"approved"
"APP-0000138","Test User 138","SYN-000000138","user138@example.test",93351.06,48075.16,"approved"
"APP-0000139","Test User 139","SYN-000000139","user139@example.test",17415.5,7194.38,"approved"
"APP-0000140","Test User 140","SYN-000000140","user140@example.test",22521.76,10293.1,"declined"
"APP-0000141","Test User 141","SYN-000000141","user141@example.test",77570.89,66296.12,"approved"
"APP-0000142","Test User 142","SYN-000000142","user142@example.test",25046.73,6676.86,"review"
"APP-0000143","Test User 143","SYN-000000143","user143@example.test",26880.4,8952.49,"approved"
"APP-0000144","Test User 144","SYN-000000144","user144@example.test",24647.52,12861.07,"approved"
"APP-0000145","Test User 145","SYN-000000145","user145@example.test",33069.41,14502.67,"approved"
"APP-0000146","Test User 146","SYN-000000146","user146@example.test",25917.5,12074.83,"declined"
"APP-0000147","Test User 147","SYN-000000147","user147@example.test",48004.22,38748.48,"review"
"APP-0000148","Test User 148","SYN-000000148","user148@example.test",15730.26,13965.46,"approved"
"APP-0000149","Test User 149","SYN-000000149","user149@example.test",43528.82,20554.95,"approved"
"APP-0000150","Test User 150","SYN-000000150","user150@example.test",60631.75,7534.13,"approved"
"APP-0000151","Test User 151","SYN-000000151","user151@example.test",78702.8,69765.3,"declined"
"APP-0000152","Test User 152","SYN-000000152","user152@example.test",52673.4,40969.87,"approved"
"APP-0000153","Test User 153","SYN-000000153","user153@example.test",19725.22,12092.47,"declined"
"APP-0000154","Test User 154","SYN-000000154","user154@example.test",29815.61,26299.59,"approved"
"APP-0000155","Test User 155","SYN-000000155","user155@example.test",46813.81,26870.38,"approved"
"APP-0000156","Test User 156","SYN-000000156","user156@example.test",24978.23,4260.27,"review"
"APP-0000157","Test User 157","SYN-000000157","user157@example.test",52861.59,43231.8,"approved"
"APP-0000158","Test User 158","SYN-000000158","user158@example.test",29058.23,15897.62,"approved"
"APP-0000159","Test User 159","SYN-000000159","user159@example.test",10757.64,4255.11,"approved"
"APP-0000160","Test User 160","SYN-000000160","user160@example.test",80713.07,41365.54,"approved"
"APP-0000161","Test User 161","SYN-000000161","user161@example.test",20785.32,11259.78,"review"
"APP-0000162","Test User 162","SYN-000000162","user162@example.test",62497.4,50978.39,"declined"
"APP-0000163","Test User 163","SYN-000000163","user163@example.test",85551.36,21207.28,"review"
"APP-0000164","Test User 164","SYN-000000164","user164@example.test",51767.38,8261.71,"declined"
"APP-0000165","Test User 165","SYN-000000165","user165@example.test",51405.68,10542.71,"review"
"APP-0000166","Test User 166","SYN-000000166","user166@example.test",57009.16,38315,"declined"
"APP-0000167","Test User 167","SYN-000000167","user167@example.test",58014.35,51960.77,"approved"
"APP-0000168","Test User 168","SYN-000000168","user168@example.test",105336.5,57309.88,"approved"
"APP-0000169","Test User 169","SYN-000000169","user169@example.test",53153.98,42606.14,"approved"
"APP-0000170","Test User 170","SYN-000000170","user170@example.test",29370.13,15591.22,"approved"
"APP-0000171","Test User 171","SYN-000000171","user171@example.test",55337.2,20894.83,"declined"
"APP-0000172","Test User 172","SYN-000000172","user172@example.test",26219.55,13868.47,"declined"
"APP-0000173","Test User 173","SYN-000000173","user173@example.test",33146.46,13192.64,"review"
"APP-0000174","Test User 174","SYN-000000174","user174@example.test",33070.67,17281.06,"approved"
"APP-0000175","Test User 175","SYN-000000175","user175@example.test",76951.26,13315.99,"declined"
"APP-0000176","Test User 176","SYN-000000176","user176@example.test",170951.95,40166.55,"review"
"APP-0000177","Test User 177","SYN-000000177","user177@example.test",31400.02,15381.48,"approved"
"APP-0000178","Test User 178","SYN-000000178","user178@example.test",11091.34,2294.98,"approved"
"APP-0000179","Test User 179","SYN-000000179","user179@example.test",24093.65,14716.28,"approved"
"APP-0000180","Test User 180","SYN-000000180","user180@example.test",71553.18,19094.34,"approved"
"APP-0000181","Test User 181","SYN-000000181","user181@example.test",60575.32,26807.77,"review"
"APP-0000182","Test User 182","SYN-000000182","user182@example.test",48962.69,38733.18,"approved"
"APP-0000183","Test User 183","SYN-000000183","user183@example.test",77838.64,69747.37,"declined"
"APP-0000184","Test User 184","SYN-000000184","user184@example.test",20472.59,2449.33,"declined"
"APP-0000185","Test User 185","SYN-000000185","user185@example.test",71240.46,50838.94,"approved"
"APP-0000186","Test User 186","SYN-000000186","user186@example.test",36017.63,21841.3,"declined"
"APP-0000187","Test User 187","SYN-000000187","user187@example.test",59789.87,43385.41,"declined"
"APP-0000188","Test User 188","SYN-000000188","user188@example.test",46278.55,15304.47,"approved"
"APP-0000189","Test User 189","SYN-000000189","user189@example.test",54094.88,28707.87,"declined"
"APP-0000190","Test User 190","SYN-000000190","user190@example.test",17000.31,6612.57,"declined"
"APP-0000191","Test User 191","SYN-000000191","user191@example.test",58073.26,21075.95,"approved"
"APP-0000192","Test User 192","SYN-000000192","user192@example.test",31992.6,18446.07,"review"
"APP-0000193","Test User 193","SYN-000000193","user193@example.test",37295.12,15942.27,"approved"
"APP-0000194","Test User 194","SYN-000000194","user194@example.test",41960.27,36282.35,"declined"
"APP-0000195","Test User 195","SYN-000000195","user195@example.test",32362.42,27261.93,"review"
"APP-0000196","Test User 196","SYN-000000196","user196@example.test",65690.44,32489.54,"declined"
"APP-0000197","Test User 197","SYN-000000197","user197@example.test",54856.94,12231.23,"review"
"APP-0000198","Test User 198","SYN-000000198","user198@example.test",10957.94,9670.37,"approved"
"APP-0000199","Test User 199","SYN-000000199","user199@example.test",31452.57,16699.2,"declined"
"APP-0000200","Test User 200","SYN-000000200","user200@example.test",51645.47,35854.01,"review"
"APP-0000201","Test User 201","SYN-000000201","user201@example.test",110058.81,27178.92,"approved"
"APP-0000202","Test User 202","SYN-000000202","user202@example.test",23868.33,4516.47,"approved"
"APP-0000203","Test User 203","SYN-000000203","user203@example.test",17811.73,2032.02,"approved"
"APP-0000204","Test User 204","SYN-000000204","user204@example.test",33966.95,22686.06,"review"
"APP-0000205","Test User 205","SYN-000000205","user205@example.test",49329.22,23875.06,"approved"
"APP-0000206","Test User 206","SYN-000000206","user206@example.test",36384.61,5890.73,"review"
"APP-0000207","Test User 207","SYN-000000207","user207@example.test",22085.38,17628.58,"approved"
"APP-0000208","Test User 208","SYN-000000208","user208@example.test",28457.25,5036.16,"review"
"APP-0000209","Test User 209","SYN-000000209","user209@example.test",69874.04,10515.56,"approved"
"APP-0000210","Test User 210","SYN-000000210","user210@example.test",111151.98,25622,"declined"
"APP-0000211","Test User 211","SYN-000000211","user211@example.test",43981.77,7330.89,"approved"
"APP-0000212","Test User 212","SYN-000000212","user212@example.test",25977.98,17576.25,"declined"
"APP-0000213","Test User 213","SYN-000000213","user213@example.test",41308.83,21108.49,"approved"
"APP-0000214","Test User 214","SYN-000000214","user214@example.test",76264.18,61918.79,"declined"
"APP-0000215","Test User 215","SYN-000000215","user215@example.test",90430.08,61640.26,"approved"
"APP-0000216","Test User 216","SYN-000000216","user216@example.test",82937.4,48403.74,"declined"
"APP-0000217","Test User 217","SYN-000000217","user217@example.test",29840.32,5469.01,"review"
"APP-0000218","Test User 218","SYN-000000218","user218@example.test",43665.97,13135.53,"declined"
"APP-0000219","Test User 219","SYN-000000219","user219@example.test",71862.73,43719.84,"approved"
"APP-0000220","Test User 220","SYN-000000220","user220@example.test",45866.77,9950.84,"declined"
"APP-0000221","Test User 221","SYN-000000221","user221@example.test",67474.39,34360.05,"approved"
"APP-0000222","Test User 222","SYN-000000222","user222@example.test",21732.65,10852.39,"approved"
"APP-0000223","Test User 223","SYN-000000223","user223@example.test",28376.3,21356.14,"approved"
"APP-0000224","Test User 224","SYN-000000224","user224@example.test",63965.52,12065.34,"approved"
"APP-0000225","Test User 225","SYN-000000225","user225@example.test",57568.65,9258.87,"review"
"APP-0000226","Test User 226","SYN-000000226","user226@example.test",68668.6,51851.8,"approved"
"APP-0000227","Test User 227","SYN-000000227","user227@example.test",40669.68,13928.82,"approved"
"APP-0000228","Test User 228","SYN-000000228","user228@example.test",35482.71,19896.81,"declined"
"APP-0000229","Test User 229","SYN-000000229","user229@example.test",17339.35,5869.41,"declined"
"APP-0000230","Test User 230","SYN-000000230","user230@example.test",19861.55,16509.14,"approved"
"APP-0000231","Test User 231","SYN-000000231","user231@example.test",50538.67,45017.21,"approved"
"APP-0000232","Test User 232","SYN-000000232","user232@example.test",31646.7,5186.75,"approved"
"APP-0000233","Test User 233","SYN-000000233","user233@example.test",19343.4,9084.54,"approved"
"APP-0000234","Test User 234","SYN-000000234","user234@example.test",34447.74,12162.6,"declined"
"APP-0000235","Test User 235","SYN-000000235","user235@example.test",16899.23,7705.82,"approved"
"APP-0000236","Test User 236","SYN-000000236","user236@example.test",41944.77,31047.44,"approved"
"APP-0000237","Test User 237","SYN-000000237","user237@example.test",37716.02,15884.2,"approved"
"APP-0000238","Test User 238","SYN-000000238","user238@example.test",26746.9,22407.95,"approved"
"APP-0000239","Test User 239","SYN-000000239","user239@example.test",39343.54,27758.06,"approved"
"APP-0000240","Test User 240","SYN-000000240","user240@example.test",51374.5,38456.9,"review"
"APP-0000241","Test User 241","SYN-000000241","user241@example.test",50794.28,38379.06,"approved"
"APP-0000242","Test User 242","SYN-000000242","user242@example.test",19594.02,17119.23,"approved"
"APP-0000243","Test User 243","SYN-000000243","user243@example.test",56554.01,46142.92,"approved"
"APP-0000244","Test User 244","SYN-000000244","user244@example.test",37367.33,21029.29,"approved"
"APP-0000245","Test User 245","SYN-000000245","user245@example.test",85014.38,62319.14,"declined"
"APP-0000246","Test User 246","SYN-000000246","user246@example.test",34831.44,3886.76,"declined"
"APP-0000247","Test User 247","SYN-000000247","user247@example.test",108481.11,57094.43,"declined"
"APP-0000248","Test User 248","SYN-000000248","user248@example.test",29889.29,23993.04,"approved"
"APP-0000249","Test User 249","SYN-000000249","user249@example.test",52113.76,27383.97,"approved"
"APP-0000250","Test User 250","SYN-000000250","user250@example.test",63852.38,50907.38,"approved"
"APP-0000251","Test User 251","SYN-000000251","user251@example.test",46308.69,29162.47,"declined"
"APP-0000252","Test User 252","SYN-000000252","user252@example.test",21667.03,6629.53,"declined"
"APP-0000253","Test User 253","SYN-000000253","user253@example.test",30146.97,15709.3,"approved"
"APP-0000254","Test User 254","SYN-000000254","user254@example.test",18192.94,7623.87,"declined"
"APP-0000255","Test User 255","SYN-000000255","user255@example.test",57854.35,7265.58,"declined"
"APP-0000256","Test User 256","SYN-000000256","user256@example.test",32752.14,4202.83,"declined"
"APP-0000257","Test User 257","SYN-000000257","user257@example.test",106466.11,53472.84,"approved"
"APP-0000258","Test User 258","SYN-000000258","user258@example.test",44430.48,15932.93,"approved"
"APP-0000259","Test User 259","SYN-000000259","user259@example.test",60168.75,46803.34,"approved"
"APP-0000260","Test User 260","SYN-000000260","user260@example.test",56061.91,41665.96,"review"
"APP-0000261","Test User 261","SYN-000000261","user261@example.test",31865.91,8364.85,"approved"
"APP-0000262","Test User 262","SYN-000000262","user262@example.test",49699.71,43007.03,"declined"
"APP-0000263","Test User 263","SYN-000000263","user263@example.test",41780.28,26678.56,"approved"
"APP-0000264","Test User 264","SYN-000000264","user264@example.test",55482.73,33582.52,"approved"
"APP-0000265","Test User 265","SYN-000000265","user265@example.test",43308.68,33989.29,"approved"
"APP-0000266","Test User 266","SYN-000000266","user266@example.test",42240.39,12068.95,"approved"
"APP-0000267","Test User 267","SYN-000000267","user267@example.test",64252.71,13351.8,"approved"
"APP-0000268","Test User 268","SYN-000000268","user268@example.test",67119.47,42637.48,"approved"
"APP-0000269","Test User 269","SYN-000000269","user269@example.test",56816.03,20097.64,"review"
"APP-0000270","Test User 270","SYN-000000270","user270@example.test",46323.72,25402.36,"approved"
"APP-0000271","Test User 271","SYN-000000271","user271@example.test",49902.01,16544.3,"approved"
"APP-0000272","Test User 272","SYN-000000272","user272@example.test",38946.39,12120.2,"approved"
"APP-0000273","Test User 273","SYN-000000273","user273@example.test",25798.15,11297.64,"approved"
"APP-0000274","Test User 274","SYN-000000274","user274@example.test",60665.98,33526.94,"approved"
"APP-0000275","Test User 275","SYN-000000275","user275@example.test",23986.32,11510.21,"approved"
"APP-0000276","Test User 276","SYN-000000276","user276@example.test",70938.25,41061.51,"approved"
"APP-0000277","Test User 277","SYN-000000277","user277@example.test",32599.8,10400.67,"approved"
"APP-0000278","Test User 278","SYN-000000278","user278@example.test",42352.94,14406.21,"approved"
"APP-0000279","Test User 279","SYN-000000279","user279@example.test",30253.13,15757.2,"approved"
"APP-0000280","Test User 280","SYN-000000280","user280@example.test",40400.45,23927.18,"approved"
"APP-0000281","Test User 281","SYN-000000281","user281@example.test",30996.88,15191.48,"declined"
"APP-0000282","Test User 282","SYN-000000282","user282@example.test",46864.54,13700.61,"approved"
"APP-0000283","Test User 283","SYN-000000283","user283@example.test",34373.75,6276.5,"approved"
"APP-0000284","Test User 284","SYN-000000284","user284@example.test",33376.01,21433.39,"declined"
"APP-0000285","Test User 285","SYN-000000285","user285@example.test",33623.54,10959.03,"declined"
"APP-0000286","Test User 286","SYN-000000286","user286@example.test",46107.03,19430.78,"review"
"APP-0000287","Test User 287","SYN-000000287","user287@example.test",102787.66,27977.83,"approved"
"APP-0000288","Test User 288","SYN-000000288","user288@example.test",62855.86,47328.23,"approved"
"APP-0000289","Test User 289","SYN-000000289","user289@example.test",27987.98,22601.12,"approved"
"APP-0000290","Test User 290","SYN-000000290","user290@example.test",26688.42,19389.78,"approved"
"APP-0000291","Test User 291","SYN-000000291","user291@example.test",62620.47,19450.97,"approved"
"APP-0000292","Test User 292","SYN-000000292","user292@example.test",35999.9,28953.5,"approved"
"APP-0000293","Test User 293","SYN-000000293","user293@example.test",39026.63,31017.4,"approved"
"APP-0000294","Test User 294","SYN-000000294","user294@example.test",64818.73,52880.23,"approved"
"APP-0000295","Test User 295","SYN-000000295","user295@example.test",11607.36,8036.23,"approved"
"APP-0000296","Test User 296","SYN-000000296","user296@example.test",41185.42,9630.98,"approved"
"APP-0000297","Test User 297","SYN-000000297","user297@example.test",59023.95,15545.9,"declined"
"APP-0000298","Test User 298","SYN-000000298","user298@example.test",52531.77,14400.56,"approved"
"APP-0000299","Test User 299","SYN-000000299","user299@example.test",33576.79,29940.25,"review"
"APP-0000300","Test User 300","SYN-000000300","user300@example.test",55489.22,6569.12,"approved"
"APP-0000301","Test User 301","SYN-000000301","user301@example.test",32897.57,25436.95,"approved"
"APP-0000302","Test User 302","SYN-000000302","user302@example.test",15565.67,2949.99,"declined"
"APP-0000303","Test User 303","SYN-000000303","user303@example.test",52867.75,22056.75,"declined"
"APP-0000304","Test User 304","SYN-000000304","user304@example.test",25805.48,18732.62,"approved"
"APP-0000305","Test User 305","SYN-000000305","user305@example.test",23213.89,6246.39,"review"
"APP-0000306","Test User 306","SYN-000000306","user306@example.test",33176.47,3588.51,"declined"
"APP-0000307","Test User 307","SYN-000000307","user307@example.test",79531.25,57455.65,"declined"
"APP-0000308","Test User 308","SYN-000000308","user308@example.test",22242.31,17741.31,"approved"
"APP-0000309","Test User 309","SYN-000000309","user309@example.test",44333.19,23025.66,"approved"
"APP-0000310","Test User 310","SYN-000000310","user310@example.test",37826.35,8134.68,"approved"
"APP-0000311","Test User 311","SYN-000000311","user311@example.test",33573.31,7147.35,"review"
"APP-0000312","Test User 312","SYN-000000312","user312@example.test",20262.33,18223.42,"approved"
"APP-0000313","Test User 313","SYN-000000313","user313@example.test",49193.94,11868.69,"review"
"APP-0000314","Test User 314","SYN-000000314","user314@example.test",66039.16,18058.03,"approved"
"APP-0000315","Test User 315","SYN-000000315","user315@example.test",28353.29,18956.65,"approved"
"APP-0000316","Test User 316","SYN-000000316","user316@example.test",27440.83,5150.18,"declined"
"APP-0000317","Test User 317","SYN-000000317","user317@example.test",16335.49,14070.47,"declined"
